"building_archetype_id","building_type_name","building_adjacency_name","region_name","municipality_size_name","municipality_growth_name","age_class_name","energy_system_name","exterior_wall_construction_type","construction_type","usage","storeys_above_ground","storey_height","net_leased_area","rotation","weather_station","statistic_selector","project_name","run_key"
30,"ab",NULL,"south","nan","nan","1969-1978","blt20-120kw-g","massive","hub4lca_ab_x_south_x_x_massive_blt20-120kw-g","apartment_block",7,"2.6","901",0,"South_Urban",NULL,"p_7","p_7_2"
31,"ab",NULL,"south","nan","nan","1979-1983","blt20-120kw-g","massive","hub4lca_ab_x_south_x_x_massive_blt20-120kw-g","apartment_block",8,"3.0","558",45,"South_Urban",NULL,"p_7","p_7_3"
31,"ab",NULL,"south","nan","nan","1979-1983","blt20-120kw-g","massive","hub4lca_ab_x_south_x_x_massive_blt20-120kw-g","apartment_block",5,"2.6","924",90,"South_Urban",NULL,"p_7","p_7_4"
31,"ab",NULL,"south","nan","nan","1979-1983","blt20-120kw-g","massive","hub4lca_ab_x_south_x_x_massive_blt20-120kw-g","apartment_block",7,"2.8","1101",180,"South_Urban",NULL,"p_8","p_8_1"
31,"ab",NULL,"south","nan","nan","1979-1983","blt20-120kw-g","massive","hub4lca_ab_x_south_x_x_massive_blt20-120kw-g","apartment_block",7,"3.0","1544",45,"South_Urban",NULL,"p_8","p_8_2"
32,"ab",NULL,"south","nan","nan","1984-1994","blt20-120kw-g","lightweight-timbered","hub4lca_ab_x_south_x_x_lightweight-timbered_blt20-120kw-g","apartment_block",6,"2.8","1671",45,"South_Urban",NULL,"p_8","p_8_3"
32,"ab",NULL,"south","nan","nan","1984-1994","blt20-120kw-g","lightweight-timbered","hub4lca_ab_x_south_x_x_lightweight-timbered_blt20-120kw-g","apartment_block",8,"2.8","1240",0,"South_Urban",NULL,"p_8","p_8_4"
32,"ab",NULL,"south","nan","nan","1984-1994","blt20-120kw-g","lightweight-timbered","hub4lca_ab_x_south_x_x_lightweight-timbered_blt20-120kw-g","apartment_block",7,"2.6","1421",90,"South_Urban",NULL,"p_9","p_9_1"
32,"ab",NULL,"south","nan","nan","1984-1994","blt20-120kw-g","lightweight-timbered","hub4lca_ab_x_south_x_x_lightweight-timbered_blt20-120kw-g","apartment_block",7,"2.6","1894",180,"South_Urban",NULL,"p_9","p_9_2"
33,"ab",NULL,"south","nan","nan","1984-1994","blt20-120kw-g","massive-double","hub4lca_ab_x_south_x_x_massive-double_blt20-120kw-g","apartment_block",6,"2.6","1707",90,"South_Urban",NULL,"p_9","p_9_3"
33,"ab",NULL,"south","nan","nan","1984-1994","blt20-120kw-g","massive-double","hub4lca_ab_x_south_x_x_massive-double_blt20-120kw-g","apartment_block",6,"2.9","902",45,"South_Urban",NULL,"p_9","p_9_4"
33,"ab",NULL,"south","nan","nan","1984-1994","blt20-120kw-g","massive-double","hub4lca_ab_x_south_x_x_massive-double_blt20-120kw-g","apartment_block",8,"2.5","1922",0,"South_Urban",NULL,"p_10","p_10_1"
33,"ab",NULL,"south","nan","nan","1984-1994","blt20-120kw-g","massive-double","hub4lca_ab_x_south_x_x_massive-double_blt20-120kw-g","apartment_block",8,"3.0","1737",0,"South_Urban",NULL,"p_10","p_10_2"
34,"ab",NULL,"south","nan","nan","1984-1994","blt20-120kw-g","massive-monolithic","hub4lca_ab_x_south_x_x_massive-monolithic_blt20-120kw-g","apartment_block",5,"2.7","1268",45,"South_Urban",NULL,"p_10","p_10_3"
34,"ab",NULL,"south","nan","nan","1984-1994","blt20-120kw-g","massive-monolithic","hub4lca_ab_x_south_x_x_massive-monolithic_blt20-120kw-g","apartment_block",4,"2.5","850",45,"South_Urban",NULL,"p_10","p_10_4"
34,"ab",NULL,"south","nan","nan","1984-1994","blt20-120kw-g","massive-monolithic","hub4lca_ab_x_south_x_x_massive-monolithic_blt20-120kw-g","apartment_block",7,"2.5","1880",180,"South_Urban",NULL,"p_11","p_11_1"
34,"ab",NULL,"south","nan","nan","1984-1994","blt20-120kw-g","massive-monolithic","hub4lca_ab_x_south_x_x_massive-monolithic_blt20-120kw-g","apartment_block",7,"2.6","1733",45,"South_Urban",NULL,"p_11","p_11_2"
35,"ab",NULL,"south","nan","nan","1995-2001","bc20-120kw-g","lightweight-timbered","hub4lca_ab_x_south_x_x_lightweight-timbered_bc20-120kw-g","apartment_block",5,"2.6","506",90,"South_Urban",NULL,"p_11","p_11_3"
35,"ab",NULL,"south","nan","nan","1995-2001","bc20-120kw-g","lightweight-timbered","hub4lca_ab_x_south_x_x_lightweight-timbered_bc20-120kw-g","apartment_block",6,"2.8","674",0,"South_Urban",NULL,"p_11","p_11_4"
35,"ab",NULL,"south","nan","nan","1995-2001","bc20-120kw-g","lightweight-timbered","hub4lca_ab_x_south_x_x_lightweight-timbered_bc20-120kw-g","apartment_block",6,"2.9","806",45,"South_Urban",NULL,"p_12","p_12_1"
35,"ab",NULL,"south","nan","nan","1995-2001","bc20-120kw-g","lightweight-timbered","hub4lca_ab_x_south_x_x_lightweight-timbered_bc20-120kw-g","apartment_block",7,"2.5","533",0,"South_Urban",NULL,"p_12","p_12_2"
36,"ab",NULL,"south","nan","nan","1995-2001","bc20-120kw-g","lightweight-wooden","hub4lca_ab_x_south_x_x_lightweight-wooden_bc20-120kw-g","apartment_block",5,"2.8","1198",180,"South_Urban",NULL,"p_12","p_12_3"
36,"ab",NULL,"south","nan","nan","1995-2001","bc20-120kw-g","lightweight-wooden","hub4lca_ab_x_south_x_x_lightweight-wooden_bc20-120kw-g","apartment_block",8,"2.6","1429",0,"South_Urban",NULL,"p_12","p_12_4"
36,"ab",NULL,"south","nan","nan","1995-2001","bc20-120kw-g","lightweight-wooden","hub4lca_ab_x_south_x_x_lightweight-wooden_bc20-120kw-g","apartment_block",6,"2.7","612",90,"South_Urban",NULL,"p_13","p_13_1"
36,"ab",NULL,"south","nan","nan","1995-2001","bc20-120kw-g","lightweight-wooden","hub4lca_ab_x_south_x_x_lightweight-wooden_bc20-120kw-g","apartment_block",5,"2.7","716",45,"South_Urban",NULL,"p_13","p_13_2"
37,"ab",NULL,"south","nan","nan","1995-2001","bc20-120kw-g","massive-double","hub4lca_ab_x_south_x_x_massive-double_bc20-120kw-g","apartment_block",5,"2.7","1989",135,"South_Urban",NULL,"p_13","p_13_3"
37,"ab",NULL,"south","nan","nan","1995-2001","bc20-120kw-g","massive-double","hub4lca_ab_x_south_x_x_massive-double_bc20-120kw-g","apartment_block",5,"2.6","1487",0,"South_Urban",NULL,"p_13","p_13_4"
37,"ab",NULL,"south","nan","nan","1995-2001","bc20-120kw-g","massive-double","hub4lca_ab_x_south_x_x_massive-double_bc20-120kw-g","apartment_block",7,"2.6","1881",135,"South_Urban",NULL,"p_14","p_14_1"
37,"ab",NULL,"south","nan","nan","1995-2001","bc20-120kw-g","massive-double","hub4lca_ab_x_south_x_x_massive-double_bc20-120kw-g","apartment_block",7,"3.0","1917",0,"South_Urban",NULL,"p_14","p_14_2"
38,"ab",NULL,"south","nan","nan","1995-2001","bc20-120kw-g","massive-monolithic","hub4lca_ab_x_south_x_x_massive-monolithic_bc20-120kw-g","apartment_block",4,"2.5","1390",135,"South_Urban",NULL,"p_14","p_14_3"
38,"ab",NULL,"south","nan","nan","1995-2001","bc20-120kw-g","massive-monolithic","hub4lca_ab_x_south_x_x_massive-monolithic_bc20-120kw-g","apartment_block",5,"2.9","512",135,"South_Urban",NULL,"p_14","p_14_4"
38,"ab",NULL,"south","nan","nan","1995-2001","bc20-120kw-g","massive-monolithic","hub4lca_ab_x_south_x_x_massive-monolithic_bc20-120kw-g","apartment_block",8,"2.8","1357",0,"South_Urban",NULL,"p_15","p_15_1"
38,"ab",NULL,"south","nan","nan","1995-2001","bc20-120kw-g","massive-monolithic","hub4lca_ab_x_south_x_x_massive-monolithic_bc20-120kw-g","apartment_block",5,"2.8","1291",0,"South_Urban",NULL,"p_15","p_15_2"
39,"ab",NULL,"south","nan","nan","2002-2009","bc20-120kw-g","massive","hub4lca_ab_x_south_x_x_massive_bc20-120kw-g","apartment_block",7,"2.8","1650",45,"South_Urban",NULL,"p_15","p_15_3"
39,"ab",NULL,"south","nan","nan","2002-2009","bc20-120kw-g","massive","hub4lca_ab_x_south_x_x_massive_bc20-120kw-g","apartment_block",7,"2.9","868",180,"South_Urban",NULL,"p_15","p_15_4"
39,"ab",NULL,"south","nan","nan","2002-2009","bc20-120kw-g","massive","hub4lca_ab_x_south_x_x_massive_bc20-120kw-g","apartment_block",5,"2.7","1106",180,"South_Urban",NULL,"p_16","p_16_1"
39,"ab",NULL,"south","nan","nan","2002-2009","bc20-120kw-g","massive","hub4lca_ab_x_south_x_x_massive_bc20-120kw-g","apartment_block",6,"3.0","1030",135,"South_Urban",NULL,"p_16","p_16_2"
40,"ab",NULL,"south","nan","nan","-1918","blt20-120kw-g","massive","hub4lca_ab_x_south_x_x_massive_blt20-120kw-g","apartment_block",4,"3.0","962",45,"South_Urban",NULL,"p_16","p_16_3"
40,"ab",NULL,"south","nan","nan","-1918","blt20-120kw-g","massive","hub4lca_ab_x_south_x_x_massive_blt20-120kw-g","apartment_block",4,"2.9","909",90,"South_Urban",NULL,"p_16","p_16_4"
40,"ab",NULL,"south","nan","nan","-1918","blt20-120kw-g","massive","hub4lca_ab_x_south_x_x_massive_blt20-120kw-g","apartment_block",6,"2.5","1358",135,"South_Urban",NULL,"p_17","p_17_1"
40,"ab",NULL,"south","nan","nan","-1918","blt20-120kw-g","massive","hub4lca_ab_x_south_x_x_massive_blt20-120kw-g","apartment_block",5,"2.6","1951",180,"South_Urban",NULL,"p_17","p_17_2"
41,"ab",NULL,"south","nan","nan","2010-","bc20-120kw-g-s-ab","massive","hub4lca_ab_x_south_x_x_massive_bc20-120kw-g-s-ab","apartment_block",8,"3.0","1454",45,"South_Urban",NULL,"p_17","p_17_3"
41,"ab",NULL,"south","nan","nan","2010-","bc20-120kw-g-s-ab","massive","hub4lca_ab_x_south_x_x_massive_bc20-120kw-g-s-ab","apartment_block",4,"2.5","1760",0,"South_Urban",NULL,"p_17","p_17_4"
41,"ab",NULL,"south","nan","nan","2010-","bc20-120kw-g-s-ab","massive","hub4lca_ab_x_south_x_x_massive_bc20-120kw-g-s-ab","apartment_block",7,"2.8","1929",135,"South_Urban",NULL,"p_18","p_18_1"
41,"ab",NULL,"south","nan","nan","2010-","bc20-120kw-g-s-ab","massive","hub4lca_ab_x_south_x_x_massive_bc20-120kw-g-s-ab","apartment_block",7,"2.6","534",45,"South_Urban",NULL,"p_18","p_18_2"
46,"health",NULL,NULL,"nan","nan",NULL,"bc121-400kW-g","massive","hub4lca_health_x_x_x_x_massive_bc121-400kW-g","health",2,"2.5","250",90,"South_Urban","mean","p_18","p_18_3"
54,"hospitality",NULL,NULL,"nan","nan",NULL,"bc121-400kW-g-hvac-s","massive","hub4lca_hospitality_x_x_x_x_massive_bc121-400kW-g-hvac-s","hospitality",1,"3.0","300",180,"South_Urban","mean","p_18","p_18_4"
430,"mfh","detached","south","urban","growing","1919-1948","blt20-120kw-g","massive-double","hub4lca_mfh_detached_south_urban_growing_massive-double_blt20-120kw-g","multi_family_house_detached",3,"2.9","373",0,"South_Urban",NULL,"p_19","p_19_1"
431,"mfh","detached","south","urban","growing","1919-1948","blt20-120kw-g","massive-monolithic","hub4lca_mfh_detached_south_urban_growing_massive-monolithic_blt20-120kw-g","multi_family_house_detached",4,"2.7","545",45,"South_Urban",NULL,"p_19","p_19_2"
432,"mfh","detached","south","urban","growing","1949-1957","blt20-120kw-g","massive-monolithic","hub4lca_mfh_detached_south_urban_growing_massive-monolithic_blt20-120kw-g","multi_family_house_detached",2,"2.6","359",90,"South_Urban",NULL,"p_19","p_19_3"
433,"mfh","detached","south","urban","growing","1958-1968","blt20-120kw-g","massive-monolithic","hub4lca_mfh_detached_south_urban_growing_massive-monolithic_blt20-120kw-g","multi_family_house_detached",2,"2.8","428",90,"South_Urban",NULL,"p_19","p_19_4"
434,"mfh","detached","south","urban","growing","1969-1978","blt20-120kw-o","massive-double","hub4lca_mfh_detached_south_urban_growing_massive-double_blt20-120kw-o","multi_family_house_detached",2,"2.6","497",45,"South_Urban",NULL,"p_20","p_20_1"
435,"mfh","detached","south","urban","growing","1969-1978","blt20-120kw-o","massive-monolithic","hub4lca_mfh_detached_south_urban_growing_massive-monolithic_blt20-120kw-o","multi_family_house_detached",2,"2.5","597",0,"South_Urban",NULL,"p_20","p_20_2"
436,"mfh","detached","south","urban","growing","1979-1983","blt20-120kw-g","massive-monolithic","hub4lca_mfh_detached_south_urban_growing_massive-monolithic_blt20-120kw-g","multi_family_house_detached",3,"2.6","572",90,"South_Urban",NULL,"p_20","p_20_3"
437,"mfh","detached","south","urban","growing","1984-1994","blt20-120kw-g","massive-monolithic","hub4lca_mfh_detached_south_urban_growing_massive-monolithic_blt20-120kw-g","multi_family_house_detached",3,"3.0","516",90,"South_Urban",NULL,"p_20","p_20_4"
438,"mfh","detached","south","urban","growing","1995-2001","bc20-120kw-g","massive-double","hub4lca_mfh_detached_south_urban_growing_massive-double_bc20-120kw-g","multi_family_house_detached",3,"2.9","588",135,"South_Urban",NULL,"p_21","p_21_1"
439,"mfh","detached","south","urban","growing","2002-2009","bc20-120kw-g","massive","hub4lca_mfh_detached_south_urban_growing_massive_bc20-120kw-g","multi_family_house_detached",3,"2.8","390",180,"South_Urban",NULL,"p_21","p_21_2"
440,"mfh","detached","south","urban","growing","-1918","blt20-120kw-g","massive","hub4lca_mfh_detached_south_urban_growing_massive_blt20-120kw-g","multi_family_house_detached",2,"2.6","381",0,"South_Urban",NULL,"p_21","p_21_3"
441,"mfh","detached","south","urban","growing","2010-","bc20-120kw-g-s-mfh","massive","hub4lca_mfh_detached_south_urban_growing_massive_bc20-120kw-g-s-mfh","multi_family_house_detached",2,"3.0","458",135,"South_Urban",NULL,"p_21","p_21_4"
442,"mfh","semi_detached","south","urban","growing","1919-1948","blt20-120kw-g","massive-monolithic","hub4lca_mfh_semi_detached_south_urban_growing_massive-monolithic_blt20-120kw-g","multi_family_house_semi_detached",3,"3.0","508",90,"South_Urban",NULL,"p_22","p_22_1"
443,"mfh","semi_detached","south","urban","growing","1949-1957","blt20-120kw-g","massive-monolithic","hub4lca_mfh_semi_detached_south_urban_growing_massive-monolithic_blt20-120kw-g","multi_family_house_semi_detached",4,"3.0","307",180,"South_Urban",NULL,"p_22","p_22_2"
444,"mfh","semi_detached","south","urban","growing","1958-1968","blt20-120kw-g","massive-monolithic","hub4lca_mfh_semi_detached_south_urban_growing_massive-monolithic_blt20-120kw-g","multi_family_house_semi_detached",2,"2.5","345",135,"South_Urban",NULL,"p_22","p_22_3"
445,"mfh","semi_detached","south","urban","growing","1969-1978","blt20-120kw-o","massive-monolithic","hub4lca_mfh_semi_detached_south_urban_growing_massive-monolithic_blt20-120kw-o","multi_family_house_semi_detached",4,"2.5","508",90,"South_Urban",NULL,"p_22","p_22_4"
446,"mfh","semi_detached","south","urban","growing","1979-1983","blt20-120kw-g","massive-monolithic","hub4lca_mfh_semi_detached_south_urban_growing_massive-monolithic_blt20-120kw-g","multi_family_house_semi_detached",4,"2.9","328",45,"South_Urban",NULL,"p_23","p_23_1"
447,"mfh","semi_detached","south","urban","growing","1984-1994","blt20-120kw-g","massive-monolithic","hub4lca_mfh_semi_detached_south_urban_growing_massive-monolithic_blt20-120kw-g","multi_family_house_semi_detached",3,"2.6","319",135,"South_Urban",NULL,"p_23","p_23_2"
448,"mfh","semi_detached","south","urban","growing","1995-2001","bc20-120kw-g","massive-double","hub4lca_mfh_semi_detached_south_urban_growing_massive-double_bc20-120kw-g","multi_family_house_semi_detached",4,"2.9","537",45,"South_Urban",NULL,"p_23","p_23_3"
449,"mfh","semi_detached","south","urban","growing","2002-2009","bc20-120kw-g","massive","hub4lca_mfh_semi_detached_south_urban_growing_massive_bc20-120kw-g","multi_family_house_semi_detached",3,"2.8","544",0,"South_Urban",NULL,"p_23","p_23_4"
503,"office",NULL,NULL,"nan","nan",NULL,"bc121-400kW-g-hvac-m","massive","hub4lca_office_x_x_x_x_massive_bc121-400kW-g-hvac-m","office",4,"3.0","1735",135,"South_Urban","mean","p_24","p_24_1"
503,"office",NULL,NULL,"nan","nan",NULL,"bc121-400kW-g-hvac-m","massive","hub4lca_office_x_x_x_x_massive_bc121-400kW-g-hvac-m","office",6,"3.6","1797",45,"South_Urban","mean","p_24","p_24_2"
503,"office",NULL,NULL,"nan","nan",NULL,"bc121-400kW-g-hvac-m","massive","hub4lca_office_x_x_x_x_massive_bc121-400kW-g-hvac-m","office",5,"3.2","3010",90,"South_Urban","mean","p_24","p_24_3"
504,"office",NULL,NULL,"nan","nan",NULL,"bc121-400kW-g","massive","hub4lca_office_x_x_x_x_massive_bc121-400kW-g","office",3,"3.4","559",90,"South_Urban","mean","p_24","p_24_4"
504,"office",NULL,NULL,"nan","nan",NULL,"bc121-400kW-g","massive","hub4lca_office_x_x_x_x_massive_bc121-400kW-g","office",5,"3.1","2695",45,"South_Urban","mean","p_25","p_25_1"
507,"retail",NULL,"south","nan","nan","2002-2009","bc121-400kW-g","massive","hub4lca_retail_x_south_x_x_massive_bc121-400kW-g","retail",1,"5.3","463",135,"South_Urban","mean","p_25","p_25_2"
508,"retail",NULL,NULL,"nan","nan",NULL,"bc121-400kW-g-hvac-s","massive","hub4lca_retail_x_x_x_x_massive_bc121-400kW-g-hvac-s","retail",1,"4.7","563",180,"South_Urban","mean","p_25","p_25_3"
509,"retail",NULL,NULL,"nan","nan",NULL,"bc121-400kW-g","massive","hub4lca_retail_x_x_x_x_massive_bc121-400kW-g","retail",1,"4.4","237",90,"South_Urban","mean","p_25","p_25_4"
